id,name,x,y,capacity,0:00,0:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
1,River Street  Clerkenwell,531201,182838,18,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,3,8,8,9,10,10,10,11,12,11,8,6,6,3,8,8,10,10,8,7,13,15,15,15,15
2,Phillimore Gardens Kensington,525206,179397,37,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,4,3,5,5,6,6,7,5,5,4,4,5,5,4,4,4,4,6,8,8,5,4,4,5,4,6,7,7,7,7,7,7,7
3,Christopher Street Liverpool Street,532984,182007,30,8,8,8,8,8,8,8,8,8,8,9,9,10,12,14,4,9,19,30,31,31,31,30,23,22,23,23,23,23,22,22,20,16,15,11,8,5,3,4,1,0,0,0,0,0,0,0,0
4,St. Chad's Street King's Cross,530436,182918,21,16,16,14,14,14,14,15,15,15,15,15,15,15,7,18,11,3,0,0,0,0,17,18,18,18,14,16,17,18,18,3,3,5,9,10,14,22,22,21,9,12,10,11,11,10,11,11,11
5,Sedding Street Sloane Square,528049,178748,26,20,20,20,20,20,20,20,20,20,19,19,19,19,19,20,20,24,23,22,22,23,23,21,22,22,21,22,23,24,24,22,22,22,24,24,3,0,2,1,2,3,4,3,3,3,1,3,3
6,Broadcasting House Marylebone,528856,181548,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,9,11,15,16,17,17,17,17,15,17,16,16,16,17,11,12,12,3,2,0,2,0,0,0,2,3,4,3,3,1,0,0
7,Charlbert Street St. John's Wood,527157,183306,16,5,5,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,1,0,0,0,0,0,2,6,5,6,4,4,4,4,5,6,7,6,7,10,9,10,13,12,10,11,11,12,14,14,14
8,Lodge Road St. John's Wood,527031,182640,17,12,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,10,10,10,10,10,10,10,10,11,12
9,New Globe Walk Bankside,532203,180440,18,8,8,8,8,8,8,8,8,8,8,8,9,9,9,10,10,15,14,16,16,16,16,16,16,14,13,10,7,9,11,10,12,9,7,1,0,4,4,5,2,3,2,2,1,4,4,3,3
10,Park Street Bankside,532463,180290,18,14,14,14,14,14,14,14,14,14,14,15,15,16,17,17,14,15,17,17,17,16,15,15,15,16,15,16,15,16,14,11,9,13,13,10,6,6,4,3,3,5,4,4,4,4,4,4,4
11,Brunswick Square Bloomsbury,530347,182236,24,16,15,15,15,15,15,15,14,14,14,14,14,14,14,14,17,21,16,13,11,8,4,2,0,0,18,18,19,19,20,21,19,16,17,18,18,14,17,18,18,17,14,13,12,8,8,6,6
12,Malet Street Bloomsbury,529804,181969,47,4,4,5,5,7,7,6,6,6,6,6,7,7,7,7,6,11,18,25,31,17,22,29,33,32,33,29,30,31,30,31,33,32,23,16,5,0,1,0,1,0,0,0,0,0,0,0,0
13,Scala Street Fitzrovia,529419,181763,21,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,9,13,19,19,21,21,12,12,12,14,15,20,21,20,20,20,17,16,7,0,0,0,0,0,1,0,0,0,0,0,0
14,Belgrove Street  King's Cross,530253,182900,18,4,4,5,6,6,6,6,6,6,7,8,8,2,0,13,7,7,0,1,8,0,0,2,1,2,1,3,1,2,4,12,11,3,4,8,14,16,5,1,4,5,7,7,10,10,13,14,13
15,Great Russell Street Bloomsbury,529994,181534,25,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,11,16,22,24,24,23,24,24,24,24,24,24,25,24,25,19,18,16,11,8,6,3,1,0,0,0,0,0,0,0,0
16,Cartwright Gardens  Bloomsbury,530099,182497,18,17,17,17,21,21,21,21,21,21,21,21,21,20,19,17,14,14,0,0,2,3,3,1,1,1,2,18,19,18,18,21,22,21,9,8,13,16,19,20,19,18,19,19,20,18,20,19,19
17,Hatton Wall Holborn,531290,182005,24,5,3,3,4,4,6,6,6,6,6,6,7,7,7,6,5,10,15,23,23,23,23,21,23,20,16,15,15,18,16,16,17,19,15,14,2,0,13,7,5,4,1,4,3,2,3,2,2
18,Drury Lane Covent Garden,530393,181215,26,0,2,2,2,2,2,2,4,2,2,2,2,2,0,0,1,6,14,17,18,23,24,24,24,17,19,17,18,16,19,24,20,13,13,15,12,7,0,2,1,0,0,1,2,0,0,1,0
19,Taviton Street Bloomsbury,529743,182343,28,14,14,14,14,16,16,16,16,16,16,16,16,16,16,17,10,1,1,2,2,2,6,7,9,8,8,11,11,9,9,11,9,12,11,8,16,23,23,23,25,23,21,17,16,15,15,14,12
20,Drummond Street  Euston,529450,182634,28,19,19,19,19,19,19,19,19,19,18,18,17,17,13,0,0,0,2,0,4,4,2,2,3,3,2,1,1,2,4,4,4,5,13,20,24,25,20,20,20,21,22,22,22,21,21,21,21
21,Hampstead Road (Cartmel) Euston,529196,182888,16,10,10,10,10,10,10,10,10,10,9,9,9,9,8,8,7,6,3,2,2,2,2,2,2,1,0,0,9,8,8,9,10,10,9,8,8,8,4,7,8,8,7,8,9,9,8,9,9
22,Northington Street  Holborn,530936,182063,18,5,5,5,5,4,4,4,4,4,4,4,5,7,7,4,2,1,7,14,15,14,15,11,11,11,15,12,12,12,12,13,11,13,10,9,4,0,0,1,1,2,3,2,2,3,2,2,2
23,Red Lion Square Holborn,530594,181740,16,3,3,2,2,2,2,2,2,2,2,2,1,1,0,2,4,7,6,8,8,10,10,10,11,12,13,13,16,16,14,14,14,11,9,8,0,0,0,0,0,0,1,3,3,0,0,0,0
24,British Museum Bloomsbury,530210,181690,35,1,2,1,1,1,1,1,1,1,1,1,1,1,4,6,6,10,16,28,32,32,32,32,31,31,30,30,29,32,31,28,30,32,26,19,8,3,0,2,2,1,0,0,0,0,1,4,4
25,Doric Way  Somers Town,529657,182761,30,11,11,11,11,11,11,11,11,11,11,12,11,11,8,21,11,5,4,0,1,0,1,1,3,2,2,3,0,0,2,3,3,5,12,11,15,24,24,21,22,21,21,23,22,21,20,21,19
26,Ampton Street  Clerkenwell,530629,182614,20,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,14,10,8,3,3,4,1,1,1,1,0,8,18,18,17,13,14,2,4,2,1,10,14,18,20,19,20,20,10,10,10,12,12
27,Bouverie Street Temple,531387,181135,18,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,6,13,16,17,17,16,13,14,14,14,14,13,11,11,15,12,13,10,10,6,3,0,0,1,0,0,0,0,0,0,0,0,0
28,Bolsover Street Fitzrovia,528884,182150,19,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,3,0,2,12,14,14,13,12,12,11,11,7,7,5,8,6,5,5,7,3,0,1,0,0,0,0,0,1,0,1,0,0,0
29,Hereford Road Bayswater,525451,180976,22,8,9,9,9,9,9,9,9,9,9,10,9,9,9,5,1,0,0,0,0,1,0,0,1,1,1,3,3,4,4,4,2,2,2,4,6,8,8,10,12,13,12,12,11,11,11,12,12
30,Windsor Terrace Hoxton,532349,182867,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,2,9,7,7,7,6,6,6,7,7,7,8,7,9,11,16,18,20,20,20,20,20,20,20,20
31,Fanshaw Street Hoxton,533047,182927,33,16,16,17,17,17,17,17,18,18,18,17,17,17,18,18,18,14,11,5,4,4,3,3,2,1,1,0,0,14,13,14,14,13,14,17,14,18,18,18,21,23,20,22,20,21,21,20,21
32,Leonard Circus  Shoreditch,532985,182387,39,15,15,15,15,15,15,15,15,15,15,15,15,14,14,16,18,27,40,39,40,28,35,34,35,33,37,39,39,40,40,38,36,34,30,27,19,9,2,3,3,1,14,14,11,11,5,6,6
33,Altab Ali Park Whitechapel,534161,181541,15,0,0,8,10,10,10,10,10,10,10,10,10,9,6,6,3,5,2,1,0,4,5,6,6,5,2,0,0,0,1,3,2,4,3,4,7,8,7,8,5,5,7,5,5,5,2,7,7
34,Pancras Road King's Cross,529841,183354,14,8,6,6,6,6,6,6,6,6,6,6,6,6,5,0,0,2,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,2,2,8,11,11,14,15,7,4,3,3,4,3,6
36,De Vere Gardens Kensington,526074,179656,28,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,11,14,15,15,14,13,14,16,15,14,14,11,14,13,11,14,16,11,11,10,9,9,12,8,7,7,6,6,7,7,7,7,7
37,Penywern Road Earl's Court,525589,178515,16,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,14,13,12,13,13,13,13,12,13,14,14,14,14,14,14,15,14,15,17,17,17,17,15,17,16,15,16,16,16,16,16,16
38,Abingdon Villas Kensington,525235,179151,15,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,4,4,4,5,5,5,5,5,5,5,6,4,4,4,4,6,6,7,5,6,5,7,7,9,9,11,14,14,13,13,13,15,15
39,Shoreditch High Street Shoreditch,533418,182586,40,23,25,25,25,25,25,25,24,24,24,24,25,24,24,25,24,21,16,17,19,19,25,27,27,27,28,30,32,32,31,32,31,35,38,38,34,36,39,37,41,39,39,22,22,22,22,22,17
40,Commercial Street Shoreditch,533610,182022,16,2,3,3,3,3,3,3,3,3,3,3,3,3,2,0,0,1,9,13,12,13,15,16,16,16,2,3,2,3,2,3,2,0,3,5,5,3,5,3,1,2,1,2,0,0,0,0,0
41,Sun Street Liverpool Street,533036,181867,24,3,3,3,3,3,3,3,3,3,3,3,4,8,10,10,2,6,3,6,11,11,12,12,12,11,10,9,11,12,12,12,12,13,17,18,14,21,12,10,7,1,1,0,1,1,0,0,0
42,Wenlock Road  Hoxton,532311,183070,24,18,18,18,18,18,18,18,18,18,18,18,18,18,13,13,7,0,0,0,0,18,18,17,19,19,18,18,17,19,18,19,20,19,18,21,25,27,26,27,27,27,26,19,19,20,21,21,21
43,Crawford Street Marylebone,527952,181764,16,13,12,13,13,13,13,13,13,13,13,13,13,13,12,12,13,6,3,1,1,0,0,0,0,2,2,4,4,2,1,1,2,2,3,3,4,12,12,8,10,8,9,9,11,10,10,13,9
44,Bruton Street Mayfair,528882,180728,20,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,14,16,18,19,19,18,18,18,19,11,9,9,9,10,11,10,10,9,5,0,0,0,2,1,0,0,0,2,2,2,1
45,Harewood Avenue Marylebone,527484,181981,16,12,12,12,12,12,12,12,12,12,12,12,12,10,7,2,1,1,15,11,10,7,6,5,3,0,1,0,9,8,7,6,9,10,13,11,14,16,13,15,14,12,14,14,12,11,11,12,12
46,Nesham Street Wapping,534253,180465,15,14,14,14,14,14,14,14,14,14,14,15,15,14,15,15,15,13,14,15,15,12,13,12,14,12,13,14,14,14,14,12,14,14,12,12,14,13,9,10,9,13,11,14,14,14,14,15,15
47,Warwick Avenue Station Maida Vale,526093,182061,18,14,14,14,14,14,14,14,14,14,14,14,14,13,12,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,7,8,9,11,14,17,17,17,17,18,15,16,16,16,17,18
48,Godliman Street St. Paul's,532001,181002,24,3,5,5,5,5,5,5,5,5,5,5,5,5,3,4,13,19,19,19,20,18,18,19,18,17,15,16,17,16,16,16,14,12,13,14,8,1,0,0,1,0,0,0,0,0,0,0,0
49,Curzon Street Mayfair,528771,180317,16,4,4,4,4,5,5,5,4,4,4,4,5,5,5,7,2,6,11,12,13,13,12,13,12,11,11,11,12,11,7,8,8,9,9,7,5,0,0,1,0,1,1,1,0,0,0,0,0
50,East Road Hoxton,532764,182824,27,13,13,13,13,13,13,13,12,12,12,12,12,12,10,9,8,9,8,8,6,7,8,7,10,10,8,5,2,1,3,3,4,4,4,1,0,2,3,6,6,5,6,6,6,7,11,11,11
51,Finsbury Library  Finsbury,531602,182576,29,23,23,23,20,20,17,17,17,17,17,17,17,17,17,15,15,14,11,13,18,19,17,19,19,18,19,17,17,16,14,13,13,9,8,7,3,5,4,4,4,4,11,11,11,17,16,16,16
52,Roscoe Street St. Luke's,532262,182174,16,8,8,8,8,8,8,8,8,8,8,8,7,6,3,1,2,2,8,8,5,7,6,7,8,9,10,9,8,8,8,9,9,10,12,12,3,9,7,6,6,8,8,10,8,8,7,8,8
53,Grafton Street Mayfair,528930,180646,17,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,15,18,12,18,8,9,11,11,11,13,13,14,15,16,15,14,14,14,11,4,0,1,2,0,1,0,0,0,0,0,0,0
54,Golden Lane Barbican,532298,182041,25,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,6,5,10,15,15,12,14,16,16,18,18,19,18,18,19,19,20,19,19,18,19,20,12,12,7,4,1,2,3,1,1,1,2
55,Finsbury Circus Liverpool Street,532852,181535,30,2,2,2,2,2,2,2,2,4,4,4,3,4,7,5,5,4,9,9,8,8,25,26,24,25,28,25,26,25,26,28,30,26,31,25,28,21,18,16,15,9,7,5,5,3,0,0,0
56,Paddington Street Marylebone,528123,181804,15,6,6,6,6,6,6,6,6,6,6,6,6,6,5,2,2,1,2,3,3,5,3,6,8,9,9,7,6,7,8,7,7,8,7,8,7,6,9,11,10,12,12,12,12,10,8,7,7
57,Guilford Street  Bloomsbury,530508,182173,37,19,19,19,19,19,19,19,19,19,19,17,10,10,10,11,14,17,23,25,28,28,30,33,34,36,37,27,22,24,23,24,24,23,22,24,23,20,15,15,12,4,4,5,4,3,3,3,4
58,New Inn Yard Shoreditch,533346,182378,19,14,15,15,15,15,15,15,15,15,15,15,15,15,15,17,18,16,11,12,15,15,15,16,16,16,17,17,16,14,12,14,13,15,16,16,12,13,13,12,12,11,10,9,9,9,9,10,10
59,Rodney Street Angel,530892,183119,30,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,4,0,0,0,0,0,3,3,5,6,6,5,6,4,4,5,4,3,2,2,1,6,6,7,7,9,8,8,12,12,12,12
60,Lisson Grove St. John's Wood,526893,182426,18,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,4,2,3,2,2,1,1,0,1,0,0,1,1,0,0,0,3,3,2,3,2,4,3,3,3,3,3,3,3,3,3
61,Great Dover Street Borough,532717,179340,31,31,30,30,30,30,30,30,30,30,30,30,30,30,27,26,24,18,13,7,6,4,4,4,3,3,3,3,4,5,5,5,5,4,4,5,9,13,16,22,24,27,30,31,31,31,31,32,32
62,Cotton Garden Estate Kennington,531565,178573,23,15,15,15,15,15,15,15,15,15,15,14,14,14,14,12,12,9,6,5,5,3,5,3,3,4,4,5,6,7,7,6,6,6,6,6,6,8,9,8,9,10,11,11,11,14,14,14,15
63,Murray Grove  Hoxton,532597,183066,27,11,12,12,12,12,12,12,12,12,12,11,11,11,11,10,9,7,0,1,1,1,1,1,0,0,0,0,18,19,18,18,18,19,19,18,18,19,18,20,20,21,23,23,24,25,26,26,26
64,William IV Street Strand,530233,180620,25,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,3,2,1,7,10,10,10,11,15,16,18,21,21,21,19,21,23,25,24,20,22,23,22,17,18,3,2,5,3,0,0,0,0
65,Gower Place  Euston,529463,182355,16,11,11,13,13,14,14,14,14,14,14,14,14,14,14,15,9,3,0,4,10,10,11,13,13,13,13,12,12,11,11,10,10,2,1,1,4,1,0,1,0,0,0,0,7,8,7,7,7
66,Holborn Circus Holborn,531325,181593,22,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,13,19,20,20,20,20,20,19,18,18,21,21,21,21,19,15,14,18,12,5,0,0,0,0,0,0,1,1,0,0,0,0,0
67,Hatton Garden Holborn,531366,181691,28,2,1,1,1,1,1,1,1,1,1,1,2,3,5,6,1,6,25,28,12,11,15,16,16,17,16,18,16,16,15,14,18,26,23,21,10,0,13,1,1,3,0,0,0,0,0,0,0
68,Theobalds Road  Holborn,530760,181873,25,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,9,12,18,22,20,20,20,20,20,17,18,20,20,18,15,14,9,6,5,1,0,2,1,2,2,3,1,5,5,4,4,4
69,Euston Road Euston,529515,182469,23,12,12,12,12,12,12,12,12,12,12,13,13,13,12,9,0,0,1,1,6,5,5,5,6,5,5,5,5,3,4,5,6,7,10,12,12,13,16,17,19,18,16,17,13,13,12,11,11
70,Calshot Street  King's Cross,530703,183069,23,17,19,17,17,15,15,15,15,14,14,14,16,15,14,15,15,17,10,8,4,5,4,3,3,3,1,0,18,19,19,19,21,20,21,22,20,23,22,23,23,23,19,13,16,16,17,16,18
71,Newgate Street  St. Paul's,532012,181329,33,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,3,6,17,6,8,11,11,11,23,21,22,20,18,17,15,11,9,6,15,27,20,1,1,0,0,0,0,1,2,1,2,1,1
72,Farringdon Lane Clerkenwell,531331,182213,16,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,8,13,14,16,16,16,14,14,15,16,7,6,7,9,9,7,10,8,7,4,1,2,0,0,0,0,0,1,1,1,2,1,1
73,Old Street Station St. Luke's,532702,182494,35,2,2,3,3,3,3,3,3,4,4,5,5,5,5,7,11,17,26,31,32,31,32,32,32,30,31,31,32,32,32,19,16,17,18,13,8,3,1,3,7,5,2,0,0,2,0,0,0
74,Vauxhall Cross Vauxhall,530319,178003,16,17,17,17,17,17,17,17,17,17,16,16,16,17,14,12,11,9,5,5,6,2,1,3,4,2,1,0,0,1,2,3,2,1,3,3,1,9,16,16,15,16,16,15,15,16,15,15,14
75,Torrens Street Angel,531504,183184,19,14,14,13,12,12,12,12,12,12,13,14,15,15,14,15,13,9,10,2,2,1,1,0,1,2,0,1,8,8,4,5,6,0,1,2,5,5,11,12,12,15,15,15,14,14,12,11,11
76,Longford Street Regent's Park,528845,182380,20,1,1,1,1,2,2,2,2,2,2,2,1,1,2,18,18,17,20,19,18,17,17,16,16,16,18,19,19,18,18,18,18,17,14,5,4,3,4,4,6,6,6,6,6,6,6,6,6
77,Russell Square Station Bloomsbury,530236,182174,26,11,11,10,10,10,10,10,10,10,10,10,10,10,10,9,12,11,7,6,4,5,6,5,9,9,9,14,13,11,14,15,17,14,14,14,16,19,16,15,16,1,0,3,0,0,0,0,0
78,Sadlers Sports Centre Finsbury,531941,182379,16,4,3,3,3,3,3,3,3,2,2,2,2,4,4,4,3,6,5,17,16,17,15,15,16,17,15,10,11,12,11,14,14,15,16,16,16,6,0,1,0,0,2,7,8,8,9,8,8
79,Wansey Street Walworth,532201,178637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Webber Street  Southwark,531830,179686,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,20,18,17,17,15,16,17,16,17,19,19,18,16,17,16,17,17,15,16,15,16,17,18,21,21,21,22,22,22,20,21,22,23
81,Great Titchfield Street Fitzrovia,529052,181791,19,0,0,0,0,0,1,1,1,1,1,1,0,0,1,2,2,4,7,7,8,8,8,8,10,13,14,16,15,16,17,17,17,16,15,11,2,0,0,0,2,1,0,0,1,0,1,5,5
82,Chancery Lane Holborn,531155,181180,14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,9,10,10,2,3,3,5,5,5,7,8,8,8,7,10,9,10,8,6,6,4,1,0,0,0,0,0,0,0,0,1,1
83,Panton Street West End,529763,180628,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,9,9,16,13,13,14,14,17,20,20,20,3,0,10,7,6,3,1,4,8,9,9,9,13,15,15,16,10,7,5,5
84,Breams Buildings Holborn,531114,181364,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,18,24,24,24,19,20,19,18,17,16,17,18,17,20,20,19,18,14,12,6,0,0,1,1,0,0,0,0,0,0,0,0
85,Tanner Street Bermondsey,533461,179724,17,15,15,15,15,15,15,15,15,15,15,16,16,15,15,14,12,10,5,11,15,15,14,15,13,15,15,14,15,16,15,15,13,10,11,12,14,11,9,11,11,13,15,14,15,16,16,17,17
86,Sancroft Street Vauxhall,530955,178415,23,19,21,21,21,21,21,21,21,21,21,21,21,21,20,20,16,12,8,6,6,6,4,3,3,2,2,1,1,0,1,1,1,1,1,2,4,6,8,10,10,13,12,12,12,13,14,14,14
87,Devonshire Square Liverpool Street,533339,181480,16,1,0,0,0,0,0,0,0,0,0,0,1,1,6,7,3,2,6,7,6,9,10,9,9,9,9,9,9,10,10,9,9,9,11,7,3,0,0,0,1,2,3,5,6,6,6,5,4
88,Bayley Street  Bloomsbury,529700,181623,25,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,3,5,11,20,23,23,23,24,24,24,23,22,24,24,24,24,24,24,24,22,15,10,6,0,0,0,1,0,0,0,0,0,0
89,Tavistock Place Bloomsbury,530271,182489,18,5,5,5,5,5,5,5,5,5,5,6,6,6,4,3,3,0,0,0,2,0,0,1,9,16,16,14,14,14,14,15,14,14,14,14,15,15,16,16,16,16,14,14,14,15,16,17,17
90,Harrington Square Camden Town,529165,183215,27,10,10,10,6,2,2,2,2,2,2,2,2,2,3,9,19,19,19,19,19,19,19,19,20,20,18,18,19,19,19,19,19,18,18,17,16,17,16,16,16,16,17,17,17,16,16,17,17
91,Walnut Tree Walk Vauxhall,531231,178891,20,17,17,17,17,17,17,17,17,17,17,17,17,17,14,12,9,7,2,1,1,1,1,0,0,1,3,3,3,2,3,2,3,2,4,5,4,3,8,8,12,16,15,15,16,16,16,16,17
92,Borough Road Elephant & Castle,531950,179489,41,41,41,41,41,41,41,41,41,41,41,41,41,41,40,39,40,40,38,36,36,37,38,38,39,39,39,41,41,41,39,39,39,38,38,36,36,27,25,30,30,31,33,36,38,39,39,39,39
93,Cloudesley Road Angel,531252,183422,36,8,8,8,8,8,8,8,8,8,8,8,8,23,22,18,14,3,0,0,0,0,0,1,3,4,5,6,24,24,23,19,17,15,16,17,20,22,26,31,34,35,35,34,25,25,25,26,26
94,Bricklayers Arms Borough,532976,179089,28,26,26,26,26,26,26,26,26,26,25,25,25,24,22,21,15,10,2,0,3,2,1,1,0,0,1,1,3,2,3,3,6,5,5,6,11,18,24,24,24,24,24,24,24,24,24,24,25
95,Aldersgate Street Barbican,532102,181935,14,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0,2,11,13,12,12,12,12,11,10,9,8,6,6,7,7,7,7,7,10,11,7,3,1,2,0,0,5,0,0,0,1,5,4
96,Falkirk Street Hoxton,533379,183093,26,21,22,22,22,22,22,22,22,22,21,21,21,21,21,20,19,16,10,5,6,7,6,6,5,6,5,5,5,4,5,6,6,5,5,5,4,7,9,9,10,10,10,7,7,6,6,6,6
97,Gloucester Road (North) Kensington,526164,179234,16,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,12,11,12,9,10,9,11,9,8,7,7,8,8,9,9,10,11,9,10,12,14,16,16,16,15,15,16,16,16,16,16,16
99,Old Quebec Street Marylebone,527893,181130,15,5,5,5,6,6,6,6,6,6,6,7,7,9,11,12,10,8,9,9,6,7,8,8,8,6,7,8,8,9,6,5,3,0,0,2,1,0,2,1,0,1,1,4,0,0,1,1,2
100,Albert Embankment Vauxhall,530422,178508,24,16,16,17,18,18,18,18,18,18,18,17,17,17,17,17,17,19,20,21,22,21,20,22,22,21,21,19,22,22,21,21,20,18,18,18,15,11,16,18,22,21,22,22,22,20,20,20,20
101,Queen Street Bank,532434,180910,22,4,4,4,6,4,6,6,6,6,6,6,7,8,9,6,4,0,1,1,0,0,2,3,8,8,8,8,7,7,9,5,6,3,7,13,12,14,15,6,2,2,2,0,0,0,0,0,0
102,Jewry Street Aldgate,533549,181146,17,1,1,0,0,0,0,0,0,0,2,2,2,3,5,5,5,5,10,10,13,13,13,14,12,12,9,12,17,17,17,17,17,17,17,16,13,7,3,6,2,0,2,1,1,1,1,1,0
103,Vicarage Gate Kensington,525542,179975,17,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,0,0,0,0,1,1,2,0,0,0,0,0,1,2,2,2,7,6,7,8,7,6,6,7,7,10,10,10,10,10,10
104,Crosswall Tower,533531,180943,34,3,3,5,5,5,4,4,4,4,4,3,6,7,4,0,1,2,12,18,20,27,28,30,28,31,33,33,33,33,33,27,28,31,33,27,27,25,21,13,10,2,9,7,8,8,9,9,8
105,Westbourne Grove Bayswater,525671,181181,26,12,12,12,12,12,12,12,12,12,12,12,12,11,12,12,12,9,6,4,3,1,3,3,1,0,1,0,19,18,14,14,13,15,14,16,15,16,17,24,26,26,25,25,26,26,26,26,26
106,Woodstock Street Mayfair,528655,181097,21,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,5,10,18,19,19,19,18,18,17,17,17,17,16,16,15,18,17,12,8,7,3,0,0,3,0,1,2,2,1,1,1,1
107,Finsbury Leisure Centre St. Luke's,532158,182512,19,14,14,14,14,14,14,14,14,14,14,14,13,12,10,9,10,4,0,0,6,7,8,8,10,14,15,10,11,11,13,11,13,14,15,14,15,14,13,15,15,14,16,12,10,8,8,8,8
108,Abbey Orchard Street Westminster,529755,179347,29,6,6,6,6,6,6,6,4,1,1,1,1,2,2,4,13,19,27,28,29,29,29,29,26,24,27,28,25,26,27,25,25,22,20,17,6,0,0,6,7,5,5,5,5,5,7,4,3
109,Soho Square  Soho,529689,181293,31,1,1,1,1,1,1,1,1,1,2,2,3,4,3,7,2,8,19,29,29,30,30,30,30,30,30,28,30,27,27,26,23,28,28,26,18,10,3,1,2,1,2,1,1,1,1,1,1
110,Wellington Road St. John's Wood,526852,183159,17,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,1,1,1,1,0,0,0,0,1,1,3,3,2,0,0,4,2,2,0,0,2,4,3,3,3,3,3,3
111,Park Lane  Hyde Park,527974,180625,28,5,3,3,3,3,3,8,8,8,8,10,10,10,10,10,10,10,9,9,10,10,10,9,9,9,11,13,12,12,12,11,11,14,15,16,22,22,22,22,22,21,21,21,20,20,20,21,21
112,Stonecutter Street Holborn,531566,181361,42,2,2,2,2,2,2,2,2,2,2,3,3,5,10,3,3,8,17,31,37,38,41,41,42,42,41,42,44,41,40,44,39,41,41,26,10,0,0,0,0,17,16,12,6,4,1,0,0
113,Gloucester Road (Central) South Kensington,526206,179072,19,15,15,14,14,14,14,14,14,15,15,16,16,16,16,15,13,13,14,11,13,12,12,12,12,11,10,10,10,10,11,11,11,12,14,14,16,17,17,18,16,18,19,19,19,19,19,19,19
114,Park Road (Baker Street) Regent's Park,527816,182234,22,1,1,3,3,3,3,3,3,3,3,2,2,2,2,1,3,10,12,12,11,11,11,13,10,16,17,14,17,15,17,13,12,11,12,13,12,13,19,20,19,20,19,18,15,15,15,14,14
115,Braham Street Aldgate,533772,181243,32,6,6,4,3,4,4,0,2,2,3,3,3,3,3,5,3,10,15,19,18,15,18,20,19,19,19,19,20,18,17,19,21,19,17,7,3,0,2,23,24,26,27,25,22,21,19,20,20
116,Little Argyll Street West End,529061,181151,19,4,2,0,0,0,0,0,0,0,0,0,1,2,3,4,5,13,19,19,8,3,4,7,7,10,10,12,11,17,18,18,14,15,14,12,3,3,0,0,0,0,0,0,0,0,0,0,1
117,Lollard Street Vauxhall,530961,178794,23,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,20,19,19,20,20,19,19,19,20,20,19,19,18,17,16,15,15,17,17,18,19,21,21,22,22,22,22,22
